# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	3.306878306878306972e-01
11	3.306878306878306972e-01
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	1.322751322751322678e-02
15	1.322751322751322678e-02
16	3.042328042328042437e-01
17	3.042328042328042437e-01
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	1.322751322751322678e-02
21	1.322751322751322678e-02
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	1.322751322751322678e-02
27	1.322751322751322678e-02
28	1.322751322751322678e-02
29	1.322751322751322678e-02
30	0.000000000000000000e+00
31	1.322751322751322678e-02
32	1.322751322751322678e-02
33	0.000000000000000000e+00
34	2.645502645502645356e-02
35	2.645502645502645356e-02
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	1.322751322751322678e-02
50	1.322751322751322678e-02
51	0.000000000000000000e+00
52	0.000000000000000000e+00
53	2.645502645502645356e-02
54	2.645502645502645356e-02
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	1.322751322751322678e-02
58	1.322751322751322678e-02
59	0.000000000000000000e+00
60	0.000000000000000000e+00
61	0.000000000000000000e+00
62	0.000000000000000000e+00
63	0.000000000000000000e+00
64	1.322751322751322678e-02
65	1.322751322751322678e-02
66	0.000000000000000000e+00
67	0.000000000000000000e+00
68	0.000000000000000000e+00
69	0.000000000000000000e+00
70	0.000000000000000000e+00
71	0.000000000000000000e+00
72	0.000000000000000000e+00
73	0.000000000000000000e+00
74	0.000000000000000000e+00
75	0.000000000000000000e+00
76	0.000000000000000000e+00
77	0.000000000000000000e+00
78	0.000000000000000000e+00
79	0.000000000000000000e+00
80	0.000000000000000000e+00
81	0.000000000000000000e+00
82	0.000000000000000000e+00
83	0.000000000000000000e+00
84	1.322751322751322678e-02
85	1.322751322751322678e-02
86	0.000000000000000000e+00
87	0.000000000000000000e+00
88	0.000000000000000000e+00
89	0.000000000000000000e+00
90	0.000000000000000000e+00
91	0.000000000000000000e+00
92	0.000000000000000000e+00
93	0.000000000000000000e+00
94	0.000000000000000000e+00
95	0.000000000000000000e+00
96	0.000000000000000000e+00
97	0.000000000000000000e+00
98	1.322751322751322678e-02
99	1.322751322751322678e-02
100	0.000000000000000000e+00
101	0.000000000000000000e+00
102	1.322751322751322678e-02
103	1.322751322751322678e-02
104	0.000000000000000000e+00
105	0.000000000000000000e+00
106	0.000000000000000000e+00
107	0.000000000000000000e+00
108	0.000000000000000000e+00
109	0.000000000000000000e+00
110	0.000000000000000000e+00
111	0.000000000000000000e+00
112	0.000000000000000000e+00
113	0.000000000000000000e+00
114	0.000000000000000000e+00
115	0.000000000000000000e+00
116	0.000000000000000000e+00
117	0.000000000000000000e+00
118	0.000000000000000000e+00
119	0.000000000000000000e+00
120	0.000000000000000000e+00
121	0.000000000000000000e+00
122	0.000000000000000000e+00
123	0.000000000000000000e+00
124	0.000000000000000000e+00
125	0.000000000000000000e+00
126	0.000000000000000000e+00
127	0.000000000000000000e+00
128	0.000000000000000000e+00
129	0.000000000000000000e+00
130	1.322751322751322678e-02
131	1.322751322751322678e-02
132	1.322751322751322678e-02
133	1.322751322751322678e-02
134	0.000000000000000000e+00
135	0.000000000000000000e+00
136	0.000000000000000000e+00
137	1.322751322751322678e-02
138	1.322751322751322678e-02
139	0.000000000000000000e+00
140	0.000000000000000000e+00
141	0.000000000000000000e+00
142	1.322751322751322678e-02
143	1.322751322751322678e-02
144	0.000000000000000000e+00
145	0.000000000000000000e+00
146	0.000000000000000000e+00
147	0.000000000000000000e+00
148	2.645502645502645356e-02
149	2.645502645502645356e-02
150	0.000000000000000000e+00
151	0.000000000000000000e+00
152	0.000000000000000000e+00
153	0.000000000000000000e+00
154	0.000000000000000000e+00
155	0.000000000000000000e+00
156	0.000000000000000000e+00
157	2.645502645502645356e-01
158	2.645502645502645356e-01
159	0.000000000000000000e+00
160	0.000000000000000000e+00
161	0.000000000000000000e+00
162	0.000000000000000000e+00
