# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	1.508175900936656599e-01
14	1.547864740434989617e-01
15	1.587553579933322634e-01
16	3.492617875853309961e-01
17	8.334656294649944730e-02
18	2.857596443879981130e-01
19	1.190665184949992045e-01
20	9.525321479599936636e-02
21	3.016351801873313199e-01
22	1.230354024448325062e-01
23	1.309731703444991235e-01
24	3.413240196856643927e-01
25	1.944753135418320344e-01
26	2.897285283378314147e-01
27	8.334656294649944730e-02
28	9.922209874583266809e-02
29	9.128433084616606463e-02
30	5.159549134783299185e-02
31	4.564216542308303093e-01
32	1.349420542943324253e-01
33	2.460708048896650124e-01
34	3.849817431338307672e-01
35	4.365772344816637451e-02
36	1.539926972535323069e+00
37	4.762660739799968318e-02
38	3.135418320368312251e-01
39	2.897285283378314147e-01
40	3.214795999364978840e-01
41	3.611684394348309013e-01
42	1.150976345451659028e-01
43	1.111287505953325871e-01
44	4.762660739799968318e-02
45	2.421019209398317107e-01
46	1.071598666454992854e-01
47	1.031909826956659837e-01
48	1.666931258929988946e-01
49	1.468487061438323582e-01
50	1.150976345451659028e-01
51	1.230354024448325062e-01
52	3.532306715351642978e-01
53	6.747102714716621263e-02
54	1.468487061438323582e-01
55	2.262263851404985038e-01
56	4.365772344816637451e-02
57	1.587553579933322634e-01
58	3.214795999364978840e-01
59	3.373551357358310909e-01
60	2.897285283378314147e-01
61	1.031909826956659837e-01
62	1.150976345451659028e-01
63	8.334656294649944730e-02
64	5.556437529766629357e-02
65	2.262263851404985038e-01
66	3.056040641371646216e-01
67	7.143991109699952824e-02
68	9.128433084616606463e-02
69	1.428798221939990565e-01
70	1.190665184949992045e-01
71	1.706620098428321963e-01
72	2.540085727893316436e-01
73	1.428798221939990565e-01
74	9.128433084616606463e-02
75	3.016351801873313199e-01
76	1.150976345451659028e-01
77	1.230354024448325062e-01
78	4.207016986823305382e-01
79	1.111287505953325871e-01
80	5.715192887759962259e-01
81	4.762660739799968318e-02
82	1.428798221939990565e-01
83	3.691062073344975603e-01
84	7.540879504683282997e-02
85	3.095729480869979233e-01
86	2.262263851404985038e-01
87	7.143991109699952824e-02
88	3.651373233846642585e-01
89	2.778218764883314679e-02
90	3.968883949833306585e-02
91	8.334656294649944730e-02
92	5.953325924749960363e-01
93	2.063819653913319674e-01
94	1.389109382441657270e-01
95	3.968883949833306585e-02
96	2.857596443879981130e-01
97	1.984441974916653362e-01
98	2.103508493411652691e-01
99	9.525321479599936636e-02
100	1.865375456421654310e-01
101	1.071598666454992854e-01
102	2.063819653913319674e-01
103	8.334656294649944730e-02
104	3.492617875853309961e-01
105	3.571995554849976412e-02
106	3.095729480869979233e-01
107	4.445150023813303486e-01
108	3.571995554849976412e-02
109	3.302111446261311478e+00
110	7.143991109699952824e-02
111	1.230354024448325062e-01
112	1.349420542943324253e-01
113	7.540879504683282997e-02
114	2.698841085886648505e-01
115	1.349420542943324253e-01
116	2.063819653913319674e-01
117	2.381330369899984159e-02
118	2.897285283378314147e-01
119	4.365772344816637451e-02
120	2.659152246388315488e-01
121	2.262263851404985038e-01
122	3.333862517859977892e-01
123	3.333862517859977892e-01
124	1.349420542943324253e-01
125	1.349420542943324253e-01
126	1.746308937926654981e-01
127	1.468487061438323582e-01
128	5.437371011271630028e-01
129	3.929195110334973706e-01
130	2.143197332909985708e-01
131	1.785997777424987998e-01
132	7.937767899666613169e-02
133	1.984441974916653362e-01
134	7.937767899666613169e-02
135	3.492617875853309961e-01
136	2.579774567391649454e-01
137	1.309731703444991235e-01
138	1.071598666454992854e-01
139	4.167328147324972365e-01
140	8.334656294649944730e-02
141	4.842038418796634214e-01
142	1.389109382441657270e-01
143	4.127639307826639348e-01
144	9.128433084616606463e-02
145	2.936974122876647164e-01
146	6.747102714716621263e-02
147	4.008572789331639741e-01
148	6.747102714716621263e-02
149	1.587553579933322634e-01
150	2.976662962374980181e-01
151	0.000000000000000000e+00
152	0.000000000000000000e+00
153	0.000000000000000000e+00
154	0.000000000000000000e+00
155	0.000000000000000000e+00
156	0.000000000000000000e+00
157	0.000000000000000000e+00
158	0.000000000000000000e+00
159	0.000000000000000000e+00
160	0.000000000000000000e+00
161	0.000000000000000000e+00
162	0.000000000000000000e+00
