# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	2.143197332909985708e-01
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	7.937767899666613863e-03
15	5.953325924749960224e-02
16	1.984441974916653292e-02
17	3.968883949833306932e-03
18	1.587553579933322773e-02
19	1.190665184949992079e-02
20	7.937767899666613863e-03
21	3.175107159866645545e-02
22	2.301952690903318055e-01
23	8.731544689633274903e-02
24	7.540879504683282997e-02
25	1.547864740434989617e-01
26	1.627242419431655929e-01
27	1.468487061438323582e-01
28	1.428798221939990565e-01
29	0.000000000000000000e+00
30	3.968883949833306932e-03
31	5.953325924749960224e-02
32	3.968883949833306932e-03
33	7.937767899666613863e-03
34	1.984441974916653292e-02
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	7.937767899666613863e-03
41	3.968883949833306932e-03
42	2.381330369899984159e-02
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	1.190665184949992079e-02
46	1.984441974916653292e-02
47	7.937767899666613863e-03
48	7.937767899666613863e-03
49	0.000000000000000000e+00
50	3.968883949833306932e-03
51	3.968883949833306932e-03
52	3.968883949833306932e-03
53	0.000000000000000000e+00
54	1.190665184949992079e-02
55	3.968883949833306932e-03
56	3.968883949833306932e-03
57	0.000000000000000000e+00
58	1.587553579933322773e-02
59	0.000000000000000000e+00
60	3.968883949833306585e-02
61	2.778218764883314679e-02
62	0.000000000000000000e+00
63	7.937767899666613863e-03
64	1.587553579933322773e-02
65	1.587553579933322773e-02
66	0.000000000000000000e+00
67	0.000000000000000000e+00
68	3.968883949833306932e-03
69	7.540879504683282997e-02
70	0.000000000000000000e+00
71	3.968883949833306932e-03
72	0.000000000000000000e+00
73	3.968883949833306932e-03
74	3.968883949833306932e-03
75	0.000000000000000000e+00
76	3.968883949833306932e-03
77	0.000000000000000000e+00
78	0.000000000000000000e+00
79	0.000000000000000000e+00
80	0.000000000000000000e+00
81	0.000000000000000000e+00
82	0.000000000000000000e+00
83	0.000000000000000000e+00
84	0.000000000000000000e+00
85	0.000000000000000000e+00
86	0.000000000000000000e+00
87	0.000000000000000000e+00
88	0.000000000000000000e+00
89	0.000000000000000000e+00
90	0.000000000000000000e+00
91	3.968883949833306932e-03
92	7.937767899666613863e-03
93	0.000000000000000000e+00
94	7.143991109699952824e-02
95	7.937767899666613863e-03
96	3.968883949833306932e-03
97	1.190665184949992079e-02
98	0.000000000000000000e+00
99	1.190665184949992079e-02
100	0.000000000000000000e+00
101	0.000000000000000000e+00
102	1.190665184949992079e-02
103	1.547864740434989617e-01
104	7.937767899666613863e-03
105	1.190665184949992079e-02
106	1.587553579933322773e-02
107	1.587553579933322773e-02
108	3.968883949833306932e-03
109	1.587553579933322773e-02
110	0.000000000000000000e+00
111	0.000000000000000000e+00
112	1.587553579933322773e-02
113	0.000000000000000000e+00
114	0.000000000000000000e+00
115	0.000000000000000000e+00
116	0.000000000000000000e+00
117	0.000000000000000000e+00
118	0.000000000000000000e+00
119	3.968883949833306932e-03
120	0.000000000000000000e+00
121	0.000000000000000000e+00
122	0.000000000000000000e+00
123	3.968883949833306932e-03
124	7.937767899666613863e-03
125	0.000000000000000000e+00
126	0.000000000000000000e+00
127	0.000000000000000000e+00
128	0.000000000000000000e+00
129	0.000000000000000000e+00
130	0.000000000000000000e+00
131	0.000000000000000000e+00
132	0.000000000000000000e+00
133	0.000000000000000000e+00
134	0.000000000000000000e+00
135	0.000000000000000000e+00
136	0.000000000000000000e+00
137	0.000000000000000000e+00
138	1.190665184949992079e-02
139	3.968883949833306932e-03
140	7.937767899666613863e-03
141	7.937767899666613863e-03
142	1.190665184949992079e-02
143	0.000000000000000000e+00
144	0.000000000000000000e+00
145	0.000000000000000000e+00
146	0.000000000000000000e+00
147	0.000000000000000000e+00
148	3.968883949833306932e-03
149	3.968883949833306932e-03
150	7.937767899666613863e-03
151	0.000000000000000000e+00
152	3.968883949833306932e-03
153	3.968883949833306932e-03
154	1.984441974916653292e-02
155	1.587553579933322773e-02
156	1.587553579933322773e-02
157	1.587553579933322773e-02
158	1.587553579933322773e-02
159	0.000000000000000000e+00
160	0.000000000000000000e+00
161	2.381330369899984159e-02
162	0.000000000000000000e+00
