# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	2.414163090128755296e-01
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	2.682403433476394927e-02
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	8.047210300429184782e-02
19	8.047210300429184782e-02
20	8.047210300429184782e-02
21	0.000000000000000000e+00
22	5.901287553648069117e-01
23	5.901287553648069117e-01
24	3.487124463519313267e-01
25	2.950643776824034559e-01
26	2.950643776824034559e-01
27	2.682403433476394927e-02
28	2.682403433476394927e-02
29	0.000000000000000000e+00
30	2.682403433476394927e-02
31	5.364806866952789854e-02
32	0.000000000000000000e+00
33	2.682403433476394927e-02
34	2.682403433476394927e-02
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	1.609442060085836956e-01
45	0.000000000000000000e+00
46	2.682403433476394927e-02
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	0.000000000000000000e+00
51	0.000000000000000000e+00
52	0.000000000000000000e+00
53	0.000000000000000000e+00
54	0.000000000000000000e+00
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	0.000000000000000000e+00
58	0.000000000000000000e+00
59	0.000000000000000000e+00
60	0.000000000000000000e+00
61	0.000000000000000000e+00
62	0.000000000000000000e+00
63	0.000000000000000000e+00
64	0.000000000000000000e+00
65	0.000000000000000000e+00
66	0.000000000000000000e+00
67	0.000000000000000000e+00
68	0.000000000000000000e+00
69	0.000000000000000000e+00
70	0.000000000000000000e+00
71	0.000000000000000000e+00
72	0.000000000000000000e+00
73	0.000000000000000000e+00
74	0.000000000000000000e+00
75	0.000000000000000000e+00
76	0.000000000000000000e+00
77	2.682403433476394927e-02
78	2.682403433476394927e-02
79	0.000000000000000000e+00
80	0.000000000000000000e+00
81	0.000000000000000000e+00
82	0.000000000000000000e+00
83	0.000000000000000000e+00
84	0.000000000000000000e+00
85	0.000000000000000000e+00
86	0.000000000000000000e+00
87	0.000000000000000000e+00
88	0.000000000000000000e+00
89	2.682403433476394927e-02
90	0.000000000000000000e+00
91	0.000000000000000000e+00
92	8.047210300429184782e-02
93	0.000000000000000000e+00
94	0.000000000000000000e+00
95	0.000000000000000000e+00
96	0.000000000000000000e+00
97	2.682403433476394927e-02
98	2.682403433476394927e-02
99	5.364806866952789854e-02
100	2.682403433476394927e-02
101	0.000000000000000000e+00
102	5.364806866952789854e-02
103	4.023605150214592530e-01
104	8.047210300429184782e-02
105	5.364806866952789854e-02
106	5.364806866952789854e-02
107	2.682403433476394927e-02
108	0.000000000000000000e+00
109	2.682403433476394927e-02
110	0.000000000000000000e+00
111	0.000000000000000000e+00
112	0.000000000000000000e+00
113	0.000000000000000000e+00
114	0.000000000000000000e+00
115	0.000000000000000000e+00
116	0.000000000000000000e+00
117	0.000000000000000000e+00
118	0.000000000000000000e+00
119	0.000000000000000000e+00
120	0.000000000000000000e+00
121	0.000000000000000000e+00
122	0.000000000000000000e+00
123	2.682403433476394927e-02
124	0.000000000000000000e+00
125	0.000000000000000000e+00
126	0.000000000000000000e+00
127	2.682403433476394927e-02
128	0.000000000000000000e+00
129	0.000000000000000000e+00
130	2.682403433476394927e-02
131	2.682403433476394927e-02
132	0.000000000000000000e+00
133	0.000000000000000000e+00
134	0.000000000000000000e+00
135	0.000000000000000000e+00
136	0.000000000000000000e+00
137	0.000000000000000000e+00
138	5.364806866952789854e-02
139	5.364806866952789854e-02
140	0.000000000000000000e+00
141	0.000000000000000000e+00
142	0.000000000000000000e+00
143	0.000000000000000000e+00
144	0.000000000000000000e+00
145	0.000000000000000000e+00
146	0.000000000000000000e+00
147	0.000000000000000000e+00
148	2.682403433476394927e-02
149	0.000000000000000000e+00
150	0.000000000000000000e+00
151	0.000000000000000000e+00
152	5.364806866952789854e-02
153	5.364806866952789854e-02
154	5.364806866952789854e-02
155	0.000000000000000000e+00
156	0.000000000000000000e+00
157	0.000000000000000000e+00
158	0.000000000000000000e+00
159	0.000000000000000000e+00
160	0.000000000000000000e+00
161	0.000000000000000000e+00
162	0.000000000000000000e+00
